id,tweet,processed_tweet,emotion
2671,"soy yo el único preocupado de que Italia ha bloqueado porque están tratando de contener el coronavirus alemán está tomando medidas serias y Corea del Sur también son todo lo posible tratando de contener esta cosa, pero en Kenia estamos única preocupación acerca de la agenda big4 y 2022 por cualquier medio",ser único preocupado haber bloquear tratar contener coronavirus alemán tomar medida serio corea sur ser posible tratar contener cosa único preocupación acerca agenda cualquiera medio,fear
2672,Pelters piedra necesitan ser tratados como terroristas Tienen que ser detenida en virtud de actividades terroristas y perturbadoras (prevención) Ley de 1987 (TADA) Pelters de piedra son más peligro que en corona que necesitamos para desaparecer tanto la piedra de corona y Pelters (terroristas) de la India,piedra necesitar ser tratar terrorista tener ser detener virtud actividad terrorista perturbadora prevención ley piedra ser peligro corona necesitar desaparecer piedra corona terrorista india,fear
2673,"""\""Llevo 1 año quejandome del modem de mi model3 y Tesla R que R que eso es normal bueno pues hoy ya ha pegado del todo. Finalmente no les quedo más remedio q aceptarlo. Pero ahora toca ir a Madrid e plena pandemia en vez de hace 1 año sin pandemia. En fin https://t.co/TabEU23l0x\""""",llevar año teslar ser normal bueno pues hoy haber pegar finalmente no quedar remedio aceptar ahora tocar ir pleno pandemia vez hacer año pandemia fin,angry
2674,"""\""En España la pandemia no existe, se va de fiestas ilegales\""""",pandemia no existir ir fiesta ilegal,angry
2675,"""\""Buenos días día 121 de Estado de Alarma. Número 248 de la nueva normalidad. Día 59 de vacunación. Hoy solo faltan 411 días para la Gloria.\""""",buen día día alarma número nuevo normalidad día vacunación hoy solo faltar día gloria,not-relevant
2676,coronavirus memes i f ****** necesidad de una cerveza y unas vacaciones maldito,coronavirus memes necesidad cerveza vacación maldito,angry
2677,esto es peor que covid19,ser peor covid,sad
2678,"si alguien piensa coronavirus es ""sólo"" el resfriado común se equivoca",si alguien pensar coronavirus ser sólo resfriado común equivocar,fear
2679,coronavirus países imponen cierres masivos para frenar la propagación,coronavirus país imponer cierre masivo frenar propagación,angry
2680,teniendo en cuenta su mal control de la situación en corona en nosotros es muy posible que para que el lanzamiento de prueba de que efectivamente tienen los extranjeros en modo que se desvía la atención de las personas,tener cuenta mal control situación corona ser mucho posible lanzamiento prueba efectivamente tener extranjero modo desvíar atención persona,sad
2681,como todos sabemos que m p gobierno dijo recientemente que no habrá promoción general a los estudiantes universitarios que queremos justicia _spreading_corona_virus,saber gobierno decir recientemente no haber promoción general estudiante universitario querer justicia corona virus,sad
2682,"por hilo, mientras que ofrece pm mal informado y polémico peligrosa en covid y lockdowns una cubierta insensible peligrosa hasta que se marcha de acuerdo a una fuente del gobierno creíble una conspiración para ocultar la muerte de 20 personas en mayo lahor el hospital ...",hilo mientras ofrecer mal informado polémico peligroso covid cubierta insensible peligroso marchar acuerdo fuente gobierno creíble conspiración ocultar muerte persona mayo hospital,sad
2683,Pakistán vio un récord de 2 636 casos de coronavirus 57 muertes en las últimas 24 horas,ver récord caso coronavirus muerte último hora,sad
2684,"""\""👏 Hoy es el día l@s trabajador@s sociales!!👇 https://t.co/bVOee4q0ix\""""",hoy ser día trabajador sociales,happy
2685,"“Se espera que el 56% de los californianos de estar infectados con el coronavirus” Oh, yo creo que la mierda no me voy a mudar a la Antártida ya es oficial",esperar californiano infectado oh creer mierda no ir mudar ser oficial,fear
2686,"""\""Buenos días, te presentamos la edición de este 10 de marzo de 2021:\\n\\n🔴 Los tumbó la pandemia\\n\\n🔴 Van contra reloj\\n\\n🔴 Tren Maya, con 60 km de elevación\\n\\n🔴 Marybel aceptó y felicitó: OCZ\\n\\n🔴 Surgen más víctimas\\n\\nhttps://t.co/3RO48ktGkf https://t.co/0b2RltgZig\""""",buen día presentar edición marzo tumbar pandemia ir reloj tren maya km elevación aceptar felicitar surgir víctima,not-relevant
2687,insignia precios aumentaron en un 3 a 6 k se parece a los móviles de ventas va a estar bajo confinamiento tiempo con la adición de más carga para la economía ...,insignia precio aumentar parecer móvil venta ir bajo confinamiento tiempo adición carga economía,sad
2688,este coronavirus asustarme me encuentro listo para cancelar todos mis viajes,coronavirus asustar encontrar listo cancelar viaje,angry
2689,"""\""La fuerza más grande de todas https://t.co/T3eqG65ayJ #MeToo #Vizcarra #Covid_19 #Trump2024 #Ciencia\""""",fuerza grande meter covid ciencia,not-relevant
2690,"ella tiene 8 niña y un niño y su abuela aproximadamente 80 años su marido es conductor debido al bloqueo theiir es ningún pie por sus hijos favor, ayuda a ella también es BPL titular de la tarjeta a su mukya líder local no ayuda a su pueblo es ignorante por lo que nadie la ayuda por favor por favor por favor, hel",tener niña niño abuela aproximadamente año marido ser conductor debido bloqueo ser ninguno pie hijo favor ayudar ser titular tarjeta líder local no ayudar pueblo ser ignorante nadie ayudar favor favor favor,sad
2691,servicio de tarjeta de racionamiento en línea no está funcionando en Maharashtra amablemente echar un vistazo y PLZ iniciar el servicio de bloqueo es muy difícil de aplicar por la negligencia del rc visto en el trabajo de gobierno durante este bloqueo espero que comenzará a las instalaciones del rc en línea,servicio tarjeta racionamiento línea no funcionar amablemente echar vistazo iniciar servicio bloqueo ser mucho difícil aplicar negligencia visto trabajo gobierno bloqueo esperar comenzar instalación línea,sad
2692,"Es triste y repugnante ver cómo los seres humanos aún pueden ser egoístas, aparte de lo que ha sucedido en el mundo",ser triste repugnante ver cómo ser humano aún poder ser egoísta aparte haber suceder mundo,sad
2693,"""\""Excelente igual que yo NTJ https://t.co/2enHGIJW4v\""""",excelente igual,happy
2694,coronavirus tasa de mortalidad millas tasa bloqueado gong al mismo ritmo,coronavirus tasa mortalidad milla tasa bloqueado gong mismo ritmo,sad
2695,"""\""Las comunidades quieren forzar a Sanidad a aclarar el nuevo plan de vacunación https://t.co/skEp2LFu8y\""""",comunidad querer forzar sanidad aclarar nuevo plan vacunación,not-relevant
2696,"""\""Alarma por las fiestas privadas de Carnaval en Tenerife: se puede producir un rebrote de la pandemia \\n\\nhttps://t.co/J1H7wYJA9c\""""",alarma fiesta privado carnaval poder producir rebrote pandemia,sad
2697,esta es nuestra llamada sociedad musulmana donde un oficial de las mujeres musulmanes acosados ​​por estos shitts mard enko Lagta Hai Hai vosotros musilman Jummah par KR aye Hai Hai No musilman mein enko musilman ni janta tocarla abusaron de su __19 ridícula física,ser llamado sociedad musulmán oficial mujer musulmán acosado par no tocar abusar ridículo física,angry
2698,por lo que el coronavirus realmente fuera HEA buggin wtf estancia w manos limpias ppls,coronavirus realmente ser estancia mano limpio,angry
2699,"""\""con mi vacuna recién dada a clase por los moeetos\""""",vacuna recién dado clase,not-relevant
2700,"""\""Presentadores y tertulianos no utilizan mascarilla por motivos económicos y de audiencia. Desde @navedelmisterio a @PabloFuente, desde @susannagriso a David Cantero, desde @ccarballo50 a @JALGUERRERO.\\n\\nMientras te hablan de techos altos técnicos y auxiliares tienen que llevarla.\""""",presentador tertuliano no utilizar mascarilla motivo económico audiencia cantero hablar techo alto técnico auxiliar tener llevar,angry
2701,virus de la corona cuando cae en los fabricremains 9 horas así lavar la ropa o estar expuesto al sol durante dos horas se encuentra con el propósito de matarlo,virus corona caer hora así lavar ropa expuesto sol dos hora encontrar propósito matar,fear
2702,"""\""Excelente apoyo para San Nicolás de los Garza, Nuevo León. Muchas gracias @CEMEXMx y @TigresOficial  #UnTigreNuncaDejaSoloAOtroTigre #EstoEsTigres #SomosIncomparables 🐯🐯⚽️⚽️💛💙 https://t.co/yAfeu6FttT\""""",excelente apoyo san garza nuevo león mucho gracia amor amor,happy
2703,"""\""Hoy en PdP, @fmartinezicoma repasa a nivel internacional los casos en los que, desde el inicio de pandemia, se han celebrado elecciones en el plazo previsto y en los que éstas se han pospuesto. ¡Os recomendamos su lectura!👇👇👇\\nhttps://t.co/fZdOb9CrXj\""""",hoy repasa nivel internacional caso inicio pandemia haber celebrar elección plazo previsto haber posponer recomendar lectura,not-relevant
2704,"""\""Servicio de Información de SI! --&gt;&gt;   ¿Quién es Matías Tagliamonte, el arquero de emergencia que debutará  - El miércoles, frente a Sportivo Belgrano de Córdoba, atajará el santafesino de 23 años. Gabriel Arias y Gastón Gómez, con Covid-19, quedaro...\""""",servicio información si quién ser arquero emergencia debutar miércoles frente córdoba atajar santafesino año aria covid,not-relevant
2705,coronavirus tiene una tasa de mortalidad del 4% 3 la gripe es 0% 1 son completamente diferentes de su lógica es como decir que un Bugatti y un Peugeot son lo mismo porque ambos son ‘coches,coronavirus tener tasa mortalidad gripe ser ser completamente diferente lógica ser decir ser mismo ambos ser,fear
2706,el día 56 huevo cocido en salsa _19 ... ...,día huevo cocido salsa,happy
2707,"""\""@davidcalle1390 @drmiguelmarcos @LaGacetaSA @LuisCabezudo @dosanz10 @cesm_sindicatos @mmitadiel @FranciscoIgea @Salud_JCYL @Nopanaden @covid_salamanca @IdiazAyuso Ostras, mira aunque no te lo creas estoy de vuestro lado y no ahora por el covid, desde hace 20 años, sin vosotros no somos nada, luego se preguntan que por qué os vais, PUTA VERGÜENZA, estas en Madrid?\""""",ostras mirar aunque no creer lado no ahora covid hacer año no ser luego preguntar ir puta vergüenza,angry
2708,"Walmart está añadiendo empleos en Connecticut en relación con la ""demanda"" durante el susto coronavirus",añadir empleo relación demanda susto coronavirus,fear
2709,"""\""Otro familiar que se va por el COVID 😔\""""",familiar ir covid tristeza,sad
2710,Trump instó Mnuchin a de alimentado presión Powell el estímulo económico en diatriba explosivo sobre coronavirus,instar alimentado presión estímulo económico diatriba explosivo coronavirus,angry
2711,"""\""Un informe científico español concluye que hay una evidencia significativa sobre la transmisión del SARS-CoV-2 por aerosoles https://t.co/eiDpNMdlCq\""""",informe científico español concluir haber evidencia significativo transmisión aerosol,not-relevant
2712,"""\""🚨          se ofrece para acoger la Eurocopa y la Champions si las vacunas se retrasan en Europa https://t.co/JDV8mbCXk2\""""",ofrecer acoger si vacuna retrasar,not-relevant
2713,"""\""🇪🇨♥️ESTO ES EL GOBIERNO DE LASSO! HAN COMPRADO VACUNAS PARA ÉSTE GRUPITO CON PLATA DEL PUEBLO! MIENTRAS EL PUEBLO MUERE! 🏴‍☠️ NO! A LA REELECCIÓN DE LASSO! https://t.co/8ecclDgrNY\""""",ser gobierno laso haber comprar vacuna plata pueblo mientras pueblo morir no reelección laso,angry
2714,"""\""Uno de los puntos en los que vamos a paso de tortuga, a ver si copiamos en el resto de CCAA. https://t.co/NHuWRD09X2\""""",punto ir paso tortuga ver si copiar resto ca,angry
2715,Dey son n i ver tantos vídeos que sube THT Dey r sido culpado 4 y todo lo que no está sufriendo cr 130 MED bloqueo n ú idiotas hndful arruinó idiotas becoz u condcted tales sirviéndome de eventos alcanzaron Andaman n crean el caos no trate cabeza de turco 2 juego,dey ser ver vídeo subir dey ser culpar no sufrir bloqueo idiota arruinar idiota u tal servir evento alcanzar creer caos no tratar cabeza turco juego,angry
2716,"""\""Europa solo tiene aseguradas vacunas para el 22% de la población hasta verano https://t.co/VopL8tm8Qv\""""",solo tener asegurado vacuna población verano,sad
2717,"""\""Gracias por apoyar a este colectivo ♥️💪 https://t.co/q45n2OKKOp\""""",gracia apoyar colectivo,happy
2718,su tiempo para salvar la vida a 19 covid,tiempo salvar vida covid,happy
2719,para asegurarse de que su desinfectante de manos contiene alcohol y si es libre de alcohol es inútil recomiendo por su seguridad Twitter com / jk5sywhc3w,asegurar desinfectante mano contener alcohol si ser libre alcohol ser inútil recomendar seguridad,angry
2720,"""\""“Quien pillara la pandemia del capitalismo” se dicen los pobres de misericordia que se benefician de los Estados controlados por Putin, Xi Jinping, Maduro y no pocos tiranos asiáticos, africanos &amp; americanos\""""",pillar pandemia decir pobre misericordia beneficiar controlado xi maduro no poco tirano asiático africano americano,angry
